Person_ID dd/mm/yyyy hh/mm/ss (x, y) rotation
Person_ID1 30/09/2024 13:15:17 (0.0 0.0) -1.609109
Person_ID1 30/09/2024 13:15:17 (0.0 0.0) -1.586421
Person_ID1 30/09/2024 13:15:17 (0.0 0.0) -1.584676
Person_ID1 30/09/2024 13:15:17 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:15:17 (0.0 0.0) -1.541045
Person_ID1 30/09/2024 13:15:18 (0.0 0.0) -1.523592
Person_ID1 30/09/2024 13:15:18 (0.0 0.0) -1.521847
Person_ID1 30/09/2024 13:15:18 (0.0 0.0) -1.50963
Person_ID1 30/09/2024 13:15:18 (0.0 0.0) -1.50614
Person_ID1 30/09/2024 13:15:18 (0.0 0.0) -1.504395
Person_ID1 30/09/2024 13:15:18 (0.0 0.0) -1.493923
Person_ID1 30/09/2024 13:15:18 (0.0 0.0) -1.493923
Person_ID1 30/09/2024 13:15:18 (0.0 0.0) -1.495668
Person_ID1 30/09/2024 13:15:18 (0.0 0.0) -1.495668
Person_ID1 30/09/2024 13:15:19 (0.0 0.0) -1.490433
Person_ID1 30/09/2024 13:15:19 (0.0 0.0) -1.488688
Person_ID1 30/09/2024 13:15:19 (0.0 0.0) -1.488687
Person_ID1 30/09/2024 13:15:19 (0.0 0.0) -1.485197
Person_ID1 30/09/2024 13:15:19 (0.0 0.0) -1.486942
